"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
1929821,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830007001",8
1929822,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830009001",7
1929823,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160539705002",6
1929824,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830007003",4
1929825,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830007002",4
1929826,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160199714003",4
1929827,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830010002",4
1929828,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830008004",4
1929829,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160539705003",4
1929830,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830002001",4
1929831,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160539704002",4
1929832,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830013002",4
1929833,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830015001",4
1929834,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830012002",4
1929835,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830005005",4
1929836,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830004003",4
1929837,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830013005",4
1929838,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830009002",4
1929839,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160139603003",4
1929840,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830004004",4
1929841,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830012003",4
1929842,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160679702002",4
1929843,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160539702002",4
1929844,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830004002",4
1929845,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830010001",4
1929846,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160139602003",4
1929847,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","490532705001",4
1929848,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","160830010003",4
1929849,"restaurant_33","ID","Full-Service Restaurants","American Food,Bakery,Beverages,Breakfast,Brunch","060610215012",4
2066377,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040139413001",12
2066378,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205014",10
2066379,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040139413004",8
2066380,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205011",8
2066381,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134206041",7
2066382,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134211011",6
2066383,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205013",6
2066384,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040139413002",5
2066385,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134204013",4
2066386,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134211013",4
2066387,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134206042",4
2066388,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205042",4
2066389,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134207091",4
2066390,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134209012",4
2066391,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134201081",4
2066392,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134204011",4
2066393,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134223013",4
2066394,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134209021",4
2066395,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040132183002",4
2066396,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134202121",4
2066397,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134201091",4
2066398,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134208002",4
2066399,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134210011",4
2066400,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040132168181",4
2066401,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134213024",4
2066402,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134225021",4
2066403,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040132168182",4
2066404,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040210002061",4
2066405,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040138133002",4
2066406,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134222132",4
2066407,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134225033",4
2066408,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134226342",4
2066409,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134209022",4
2066410,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134214001",4
2066411,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134210012",4
2066412,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134202071",4
2066413,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040138176001",4
2066414,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134211022",4
2066415,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134208001",4
2066416,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134226413",4
2066417,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205032",4
2066418,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040133184003",4
2066419,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205041",4
2066420,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040135230034",4
2066421,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040136141003",4
2066422,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134226442",4
2066423,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134204012",4
2066424,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134220021",4
2066425,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040138130002",4
2066426,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040210012002",4
2066427,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134208003",4
2066428,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040136125001",4
2066429,"restaurant_47","AZ","Limited-Service Restaurants","Breakfast,Burgers,Counter Service,Dinner,Drive Through,Fast Food,Late Night,Lunch","040134205031",4
2830657,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855081021",20
2830658,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855080011",18
2830659,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855080013",16
2830660,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855078063",11
2830661,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855081011",10
2830662,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855077013",9
2830663,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855087042",8
2830664,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855081012",8
2830665,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855061022",8
2830666,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855052023",7
2830667,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855091021",7
2830668,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855033261",7
2830669,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855052031",7
2830670,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855053014",6
2830671,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855063013",6
2830672,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855045053",6
2830673,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855081013",6
2830674,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855058002",6
2830675,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855079061",6
2830676,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855031151",6
2830677,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855062032",6
2830678,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855033232",5
2830679,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855079032",5
2830680,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855054031",5
2830681,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855080031",5
2830682,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855066012",5
2830683,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855080032",5
2830684,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855033262",5
2830685,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855019001",5
2830686,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855046021",5
2830687,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855080043",5
2830688,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855050072",5
2830689,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855119102",4
2830690,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855078084",4
2830691,"restaurant_89","CA","Snack and Nonalcoholic Beverage Bars","Dessert,Smoothie & Juice Bar","060855077035",4
